ipc_area_id,analysis_id,ipc_period,ipc_area_title,ipc_admin_type,ipc_geometry_type,district_id,district_name,district_region_id,district_region_name,intersection_area,intersection_area_unit,district_overlap_pct,ipc_area_overlap_pct,mapping_type,ambiguous,eligible_for_areal_weighting,notes
1472,87143416,C,Bay Urban IDPs (Baydhaba),idp,Point,SO2401,Baydhaba,SO24,Bay,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1473,87143416,C,"Bay Urban IDPs (Bur Hakaba, Diinsor and Qansax Dheere)",idp,Point,SO2402,Buur Hakaba,SO24,Bay,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2503,Tayeeglow,SO25,Bakool,3231.510801,km2,48.998385,12.235466,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2504,Waajid,SO25,Bakool,1426.997135,km2,50.902034,5.403038,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2501,Xudur,SO25,Bakool,933.317043,km2,17.182926,3.533817,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2401,Baydhaba,SO24,Bay,7214.863385,km2,55.886099,27.31763,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2402,Buur Hakaba,SO24,Bay,9705.233328,km2,53.840121,36.746916,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2403,Diinsoor,SO24,Bay,3829.935625,km2,39.362311,14.501282,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2404,Qansax Dheere,SO24,Bay,69.015399,km2,2.113405,0.261313,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2606,Luuq,SO26,Gedo,0.057434,km2,0.000695,0.000217,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2002,Bulo Burto,SO20,Hiraan,0.048546,km2,0.000303,0.000184,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2306,Sablaale,SO23,Lower Shabelle,0.00045,km2,8e-06,2e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1467,87143416,C,Bay-Bakool Agro-pastoral Low Potential (Bay and Bakool),polygon,Polygon,SO2307,Wanla Weyn,SO23,Lower Shabelle,0.035532,km2,0.000622,0.000135,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2401,Baydhaba,SO24,Bay,5695.079404,km2,44.113901,25.525852,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2402,Buur Hakaba,SO24,Bay,6246.646749,km2,34.653491,27.998026,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2403,Diinsoor,SO24,Bay,5894.876502,km2,60.584821,26.421361,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2404,Qansax Dheere,SO24,Bay,3172.464888,km2,97.147919,14.21927,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2602,Baardheere,SO26,Gedo,1171.594574,km2,7.671483,5.251191,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2601,Garbahaarey,SO26,Gedo,124.324508,km2,1.493586,0.557233,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2606,Luuq,SO26,Gedo,2.506002,km2,0.030311,0.011232,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2305,Qoryooley,SO23,Lower Shabelle,0.0039,km2,0.000121,1.7e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2306,Sablaale,SO23,Lower Shabelle,0.000662,km2,1.1e-05,3e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2307,Wanla Weyn,SO23,Lower Shabelle,0.018301,km2,0.00032,8.2e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2701,Bu'aale,SO27,Middle Juba,0.001343,km2,2.4e-05,6e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1468,87143416,C,Bay-Gedo Sorghum High Potential Agropastoral (Bay and Gedo),polygon,MultiPolygon,SO2703,Saakow,SO27,Middle Juba,3.508708,km2,0.043584,0.015726,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1903,Cadaado,SO19,Galgaduud,2235.618917,km2,34.663009,5.411162,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1904,Ceel Buur,SO19,Galgaduud,6457.945669,km2,48.357767,15.631015,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1901,Dhuusamarreeb,SO19,Galgaduud,7881.629415,km2,62.057379,19.076944,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1801,Gaalkacyo,SO18,Mudug,2655.232502,km2,17.437211,6.426808,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1803,Hobyo,SO18,Mudug,22084.131443,km2,86.772349,53.453128,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1804,Jariiban,SO18,Mudug,0.388938,km2,0.003559,0.000941,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1474,87143416,C,Central Addun pastoral (Mudug and Galgaduud),polygon,Polygon,SO1805,Xarardheere,SO18,Mudug,0.000246,km2,5e-06,1e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1475,87143416,C,Central Coastal Deeh Pastoral (Mudug and Galgadud),polygon,Polygon,SO1905,Ceel Dheer,SO19,Galgaduud,4041.822763,km2,38.989186,38.694038,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1475,87143416,C,Central Coastal Deeh Pastoral (Mudug and Galgadud),polygon,Polygon,SO2102,Adan Yabaal,SO21,Middle Shabelle,0.017198,km2,0.000432,0.000165,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1475,87143416,C,Central Coastal Deeh Pastoral (Mudug and Galgadud),polygon,Polygon,SO1803,Hobyo,SO18,Mudug,3365.435281,km2,13.223374,32.218701,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1475,87143416,C,Central Coastal Deeh Pastoral (Mudug and Galgadud),polygon,Polygon,SO1804,Jariiban,SO18,Mudug,0.013748,km2,0.000126,0.000132,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1475,87143416,C,Central Coastal Deeh Pastoral (Mudug and Galgadud),polygon,Polygon,SO1805,Xarardheere,SO18,Mudug,3023.143676,km2,58.997907,28.941802,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO1904,Ceel Buur,SO19,Galgaduud,4710.031917,km2,35.269208,35.773003,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO1905,Ceel Dheer,SO19,Galgaduud,6315.622684,km2,60.923252,47.967571,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO1901,Dhuusamarreeb,SO19,Galgaduud,39.747107,km2,0.312956,0.301882,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO2002,Bulo Burto,SO20,Hiraan,0.000101,km2,1e-06,1e-06,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO2102,Adan Yabaal,SO21,Middle Shabelle,0.002865,km2,7.2e-05,2.2e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO1803,Hobyo,SO18,Mudug,0.181042,km2,0.000711,0.001375,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1476,87143416,C,Central Cowpea Belt  (Mudug and Galgadud),polygon,Polygon,SO1805,Xarardheere,SO18,Mudug,2100.856889,km2,40.999096,15.956147,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1902,Cabudwaaq,SO19,Galgaduud,6407.571042,km2,99.990379,29.671659,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1903,Cadaado,SO19,Galgaduud,4213.346937,km2,65.32745,19.510824,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1904,Ceel Buur,SO19,Galgaduud,675.150272,km2,5.055595,3.126431,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1901,Dhuusamarreeb,SO19,Galgaduud,4749.473649,km2,37.395806,21.993476,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO2001,Belet Weyne,SO20,Hiraan,0.015394,km2,0.000105,7.1e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1801,Gaalkacyo,SO18,Mudug,3795.995836,km2,24.928732,17.578189,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1477,87143416,C,"Central Hawd Pastoral (South Mudug, Galgadud)",polygon,Polygon,SO1802,Galdogob,SO18,Mudug,0.236806,km2,0.011918,0.001097,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1478,87143416,C,Central Southern Inland Pastoral (Galgadud),polygon,Polygon,SO1904,Ceel Buur,SO19,Galgaduud,1510.537486,km2,11.311061,98.119625,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1478,87143416,C,Central Southern Inland Pastoral (Galgadud),polygon,Polygon,SO1901,Dhuusamarreeb,SO19,Galgaduud,28.94811,km2,0.227928,1.880375,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1481,87143416,C,Galgaduud  Urban IDPs (Cabudwaaq and Cadaado),idp,Point,SO1902,Cabudwaaq,SO19,Galgaduud,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1479,87143416,C,"Galgaduud Urban (Cabudwaaq, Cadaado, Ceel Buur and Ceel Dheer)",urb,Point,SO1904,Ceel Buur,SO19,Galgaduud,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1480,87143416,C,Galgaduud Urban (Dhuusamarreeb),urb,Point,SO1901,Dhuusamarreeb,SO19,Galgaduud,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1482,87143416,C,Galgaduud Urban IDPs (Dhuusamarreeb),idp,Point,SO1901,Dhuusamarreeb,SO19,Galgaduud,,,,,reference_point_within_district_not_area_mapping,True,False,District contains the supplied IPC reference point only; this does not prove that the IPC population or label belongs to that district.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2404,Qansax Dheere,SO24,Bay,0.010013,km2,0.000307,0.000236,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2602,Baardheere,SO26,Gedo,1671.137902,km2,10.942442,39.462581,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2605,Doolow,SO26,Gedo,513.762779,km2,31.723523,12.132096,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2601,Garbahaarey,SO26,Gedo,988.155018,km2,11.87131,23.334488,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2606,Luuq,SO26,Gedo,1061.601444,km2,12.84046,25.068867,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1483,87143416,C,Gedo Riverine Pump Irrigation,polygon,Polygon,SO2703,Saakow,SO27,Middle Juba,4e-06,km2,0.0,0.0,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2505,Rab Dhuure,SO25,Bakool,0.067482,km2,0.002044,0.000647,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2504,Waajid,SO25,Bakool,0.023512,km2,0.000839,0.000226,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2404,Qansax Dheere,SO24,Bay,0.004404,km2,0.000135,4.2e-05,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2602,Baardheere,SO26,Gedo,2047.385499,km2,13.406073,19.642406,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2603,Belet Xaawo,SO26,Gedo,261.372779,km2,6.869608,2.507584,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2604,Ceel Waaq,SO26,Gedo,406.375138,km2,5.231046,3.898721,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2605,Doolow,SO26,Gedo,851.716466,km2,52.59129,8.17128,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2601,Garbahaarey,SO26,Gedo,2781.972629,km2,33.421536,26.68996,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2606,Luuq,SO26,Gedo,4074.317628,km2,49.280372,39.088585,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1484,87143416,C,Gedo Southern Agro-Pastoral,polygon,MultiPolygon,SO2703,Saakow,SO27,Middle Juba,4e-06,km2,0.0,0.0,boundary_sliver_preserved,True,False,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2602,Baardheere,SO26,Gedo,10381.55885,km2,67.977399,35.68351,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
1485,87143416,C,Gedo Southern Inland Pastoral,polygon,MultiPolygon,SO2603,Belet Xaawo,SO26,Gedo,3543.347586,km2,93.12909,12.1792,polygon_overlap_multi_district,True,True,Equal-area intersection in EPSG:6933; no label assignment is implied.
